customer_id,last_purchase,frequency,monetary,recency_days,r_score,f_score,m_score,rfm_code,rfm_segment
C00531,2025-10-17,2,254318.33000000002,76,3,2,3,323,Обычные
C00532,2025-12-24,5,231852.1,8,5,4,3,543,Лояльные
C00533,2025-11-20,2,54722.02,42,4,2,1,421,Новые/перспективные
C00534,2025-12-09,4,558453.27,23,4,4,5,445,Чемпионы
C00536,2025-10-16,1,0.0,77,3,1,1,311,Обычные
C00537,2025-11-11,1,33073.73,51,3,1,1,311,Обычные
C00538,2025-11-14,2,61021.47,48,3,2,2,322,Обычные
C00539,2025-07-08,2,72946.59,177,2,2,2,222,Обычные
C00540,2025-10-03,2,7459.27,90,3,2,1,321,Обычные
C00541,2025-11-06,2,230198.7,56,3,2,3,323,Обычные
C00542,2025-12-20,7,1054230.81,12,5,5,5,555,Чемпионы
C00543,2025-12-21,2,217210.48,11,5,2,3,523,Новые/перспективные
C00544,2025-12-31,3,173066.03999999998,1,5,3,3,533,Обычные
C00545,2025-09-20,3,76642.14,103,2,3,2,232,Под риском ухода
C00546,2025-10-07,1,4544.86,86,3,1,1,311,Обычные
C00547,2025-12-20,16,1022945.42,12,5,5,5,555,Чемпионы
C00548,2025-09-21,2,235260.52000000002,102,2,2,3,223,Обычные
C00549,2025-12-30,10,671716.45,2,5,5,5,555,Чемпионы
C00551,2025-09-25,1,103083.79999999999,98,2,1,2,212,Обычные
C00552,2025-08-01,3,121670.08,153,2,3,2,232,Под риском ухода
C00553,2025-12-25,14,1353675.92,7,5,5,5,555,Чемпионы
C00554,2025-09-04,3,325896.48000000004,119,2,3,4,234,Крупные покупатели
C00555,2025-01-07,1,515244.92,359,1,1,5,115,Обычные
C00556,2025-05-05,1,38562.25,241,1,1,1,111,Обычные
C00557,2025-09-21,3,533660.53,102,2,3,5,235,Крупные покупатели
C00558,2025-11-06,6,434650.37,56,3,5,4,354,Лояльные
C00559,2025-09-02,2,223821.44,121,2,2,3,223,Обычные
C00561,2025-04-07,1,181516.28000000003,269,1,1,3,113,Обычные
C00562,2025-07-02,1,142169.47,183,2,1,3,213,Обычные
C00563,2025-10-27,1,36367.31,66,3,1,1,311,Обычные
C00564,2025-12-31,1,37398.56,1,5,1,1,511,Новые/перспективные
C00567,2025-11-21,4,217856.14,41,4,4,3,443,Лояльные
C00569,2025-11-26,2,33498.26,36,4,2,1,421,Новые/перспективные
C00570,2025-12-14,2,92714.9,18,4,2,2,422,Новые/перспективные
C00572,2025-08-03,1,2987.02,151,2,1,1,211,Обычные
C00573,2025-12-29,6,640899.03,3,5,5,5,555,Чемпионы
C00575,2025-11-27,4,166861.44,35,4,4,3,443,Лояльные
C00576,2025-07-27,1,166028.38,158,2,1,3,213,Обычные
C00577,2025-12-11,2,124344.77,21,4,2,2,422,Новые/перспективные
C00578,2025-12-05,6,774736.67,27,4,5,5,455,Чемпионы
C00579,2025-08-20,1,0.0,134,2,1,1,211,Обычные
C00580,2025-10-27,2,87047.15,66,3,2,2,322,Обычные
C00581,2025-12-16,5,765616.99,16,5,4,5,545,Чемпионы
C00582,2025-10-17,1,34907.98,76,3,1,1,311,Обычные
C00583,2025-07-07,1,162601.65,178,2,1,3,213,Обычные
C00584,2025-09-23,3,174868.91,100,2,3,3,233,Под риском ухода
C00585,2025-09-02,2,171727.27,121,2,2,3,223,Обычные
C00586,2025-10-25,4,227295.59,68,3,4,3,343,Лояльные
C00587,2025-10-19,3,78068.39,74,3,3,2,332,Обычные
C00589,2025-12-24,5,421378.83,8,5,4,4,544,Чемпионы
C00590,2025-12-31,5,277724.88,1,5,4,4,544,Чемпионы
C00591,2025-12-02,2,26440.67,30,4,2,1,421,Новые/перспективные
C00595,2025-12-11,2,7434.59,21,4,2,1,421,Новые/перспективные
C00597,2025-10-28,2,51485.04,65,3,2,1,321,Обычные
C00600,2025-05-21,1,339084.19,225,1,1,4,114,Обычные
C00602,2025-09-12,2,127770.20999999999,111,2,2,2,222,Обычные
C00603,2025-06-23,1,69485.08,192,1,1,2,112,Обычные
C00605,2025-11-10,1,93149.25,52,3,1,2,312,Обычные
C00606,2025-10-27,3,205216.07,66,3,3,3,333,Обычные
C00607,2025-05-07,1,229694.49,239,1,1,3,113,Обычные
C00608,2025-11-05,8,479327.01,57,3,5,5,355,Лояльные
C00609,2025-06-30,2,49537.15,185,1,2,1,121,Обычные
C00610,2025-06-11,2,182943.2,204,1,2,3,123,Обычные
C00612,2025-11-08,2,172311.35,54,3,2,3,323,Обычные
C00613,2025-12-19,4,368928.37,13,5,4,4,544,Чемпионы
C00614,2025-10-24,1,62058.71,69,3,1,2,312,Обычные
C00615,2025-12-26,6,573227.37,6,5,5,5,555,Чемпионы
C00617,2025-12-29,1,36909.94,3,5,1,1,511,Новые/перспективные
C00618,2025-10-26,1,5614.7,67,3,1,1,311,Обычные
C00619,2025-12-20,4,548663.78,12,5,4,5,545,Чемпионы
C00620,2025-08-03,1,149402.07,151,2,1,3,213,Обычные
C00621,2025-11-02,2,196707.62,60,3,2,3,323,Обычные
C00623,2025-08-17,1,89479.14,137,2,1,2,212,Обычные
C00624,2025-04-15,1,25488.329999999998,261,1,1,1,111,Обычные
C00628,2025-11-03,1,72788.22,59,3,1,2,312,Обычные
C00631,2025-10-07,4,434959.11,86,3,4,4,344,Лояльные
C00632,2025-12-03,3,338160.9,29,4,3,4,434,Крупные покупатели
C00633,2025-12-31,2,160226.43,1,5,2,3,523,Новые/перспективные
C00634,2025-08-01,2,367871.91000000003,153,2,2,4,224,Крупные покупатели
C00635,2025-11-14,3,253224.28999999998,48,3,3,3,333,Обычные
C00636,2025-12-26,3,362603.33999999997,6,5,3,4,534,Крупные покупатели
C00638,2025-12-29,8,527222.99,3,5,5,5,555,Чемпионы
C00641,2025-11-13,1,111378.89000000001,49,3,1,2,312,Обычные
C00644,2025-10-15,1,134720.11,78,3,1,2,312,Обычные
C00646,2025-12-31,6,373746.22,1,5,5,4,554,Чемпионы
C00648,2025-06-25,1,229366.74,190,1,1,3,113,Обычные
C00651,2025-12-10,5,498225.9,22,4,4,5,445,Чемпионы
C00652,2025-11-27,1,37865.33,35,4,1,1,411,Новые/перспективные
C00653,2025-12-15,3,293114.3,17,4,3,4,434,Крупные покупатели
C00654,2025-11-26,5,185960.26,36,4,4,3,443,Лояльные
C00655,2025-12-17,1,135918.78,15,5,1,2,512,Новые/перспективные
C00656,2025-09-09,2,32994.19,114,2,2,1,221,Обычные
C00657,2025-08-09,2,126340.09,145,2,2,2,222,Обычные
C00659,2025-12-30,2,444455.36,2,5,2,4,524,Крупные покупатели
C00660,2025-10-10,2,125388.19,83,3,2,2,322,Обычные
C00662,2025-12-29,2,86883.26000000001,3,5,2,2,522,Новые/перспективные
C00663,2025-08-22,1,31542.75,132,2,1,1,211,Обычные
C00665,2025-12-13,2,116545.62000000001,19,4,2,2,422,Новые/перспективные
C00667,2025-09-09,2,248255.22999999998,114,2,2,3,223,Обычные
C00669,2025-12-14,3,43394.81999999999,18,4,3,1,431,Обычные
C00670,2025-12-08,1,0.0,24,4,1,1,411,Новые/перспективные
C00671,2025-12-20,4,111410.67,12,5,4,2,542,Лояльные
C00673,2025-08-29,4,237309.43,125,2,4,3,243,Под риском ухода
C00674,2025-12-11,2,177666.12,21,4,2,3,423,Новые/перспективные
C00675,2025-12-12,3,338798.97,20,4,3,4,434,Крупные покупатели
C00676,2025-12-09,7,133723.11,23,4,5,2,452,Лояльные
C00677,2025-09-07,4,305388.97000000003,116,2,4,4,244,Крупные покупатели
C00679,2025-10-08,2,127020.81000000001,85,3,2,2,322,Обычные
C00680,2025-09-25,4,386154.89,98,2,4,4,244,Крупные покупатели
C00681,2025-11-19,8,398515.05,43,4,5,4,454,Чемпионы
C00682,2025-12-21,1,4134.77,11,5,1,1,511,Новые/перспективные
C00683,2025-12-03,7,306805.0,29,4,5,4,454,Чемпионы
C00684,2025-10-25,1,7382.66,68,3,1,1,311,Обычные
C00686,2025-11-01,4,120577.04999999999,61,3,4,2,342,Лояльные
C00687,2025-12-10,4,619506.1900000001,22,4,4,5,445,Чемпионы
C00688,2025-06-22,2,578050.6,193,1,2,5,125,Крупные покупатели
C00689,2025-05-23,1,1516.25,223,1,1,1,111,Обычные
C00690,2025-12-05,6,263940.25,27,4,5,4,454,Чемпионы
C00691,2025-11-13,3,58385.520000000004,49,3,3,1,331,Обычные
C00692,2025-07-24,1,60871.98,161,2,1,2,212,Обычные
C00694,2025-11-03,2,160968.47999999998,59,3,2,3,323,Обычные
C00695,2025-09-09,1,31950.2,114,2,1,1,211,Обычные
C00696,2025-05-30,2,190278.94,216,1,2,3,123,Обычные
C00697,2025-03-14,1,23947.81,293,1,1,1,111,Обычные
C00698,2025-02-12,1,98553.73,323,1,1,2,112,Обычные
C00699,2025-10-30,7,927957.9,63,3,5,5,355,Лояльные
C00700,2025-03-28,2,212719.85,279,1,2,3,123,Обычные
C00701,2025-11-15,5,551567.29,47,3,4,5,345,Лояльные
C00702,2025-10-23,2,96759.73000000001,70,3,2,2,322,Обычные
C00704,2025-10-26,3,165145.44,67,3,3,3,333,Обычные
C00705,2025-12-13,5,420486.94,19,4,4,4,444,Чемпионы
C00706,2025-11-21,5,311770.08,41,4,4,4,444,Чемпионы
C00707,2025-07-07,1,1356.63,178,2,1,1,211,Обычные
C00708,2025-11-24,4,189811.79,38,4,4,3,443,Лояльные
C00709,2025-07-25,2,35192.18,160,2,2,1,221,Обычные
C00710,2025-09-06,5,570493.68,117,2,4,5,245,Крупные покупатели
C00712,2025-12-19,5,497472.48,13,5,4,5,545,Чемпионы
C00713,2025-11-01,1,8639.56,61,3,1,1,311,Обычные
C00714,2025-05-18,1,121775.35,228,1,1,2,112,Обычные
C00715,2025-10-22,2,612065.6,71,3,2,5,325,Крупные покупатели
C00716,2025-09-06,2,179699.78,117,2,2,3,223,Обычные
C00717,2025-12-28,8,722123.0,4,5,5,5,555,Чемпионы
C00718,2025-06-08,1,348986.25,207,1,1,4,114,Обычные
C00722,2025-12-20,4,599078.29,12,5,4,5,545,Чемпионы
C00723,2025-03-28,2,248034.07,279,1,2,3,123,Обычные
C00724,2025-12-26,3,98650.38,6,5,3,2,532,Обычные
C00725,2025-12-23,16,879684.01,9,5,5,5,555,Чемпионы
C00728,2025-07-06,2,262455.46,179,2,2,4,224,Крупные покупатели
C00730,2025-12-07,1,63870.1,25,4,1,2,412,Новые/перспективные
C00731,2025-08-23,2,370132.46,131,2,2,4,224,Крупные покупатели
C00732,2025-09-02,1,67735.19,121,2,1,2,212,Обычные
C00734,2025-12-09,10,574661.67,23,4,5,5,455,Чемпионы
C00736,2025-12-14,2,2185.93,18,4,2,1,421,Новые/перспективные
C00737,2025-12-16,1,216211.62,16,5,1,3,513,Новые/перспективные
C00738,2025-12-25,5,471479.97,7,5,4,5,545,Чемпионы
C00740,2025-11-29,2,275279.73,33,4,2,4,424,Крупные покупатели
C00741,2025-05-11,1,14810.31,235,1,1,1,111,Обычные
C00742,2025-10-04,4,403287.87,89,3,4,4,344,Лояльные
C00743,2025-06-17,1,40144.18,198,1,1,1,111,Обычные
C00744,2025-04-30,1,79107.97,246,1,1,2,112,Обычные
C00746,2025-12-01,1,82682.20999999999,31,4,1,2,412,Новые/перспективные
C00747,2025-08-30,4,524721.8200000001,124,2,4,5,245,Крупные покупатели
C00748,2025-12-28,3,191520.5,4,5,3,3,533,Обычные
C00749,2025-08-04,3,365278.02,150,2,3,4,234,Крупные покупатели
C00750,2025-12-10,4,471577.6,22,4,4,5,445,Чемпионы
C00751,2025-11-20,2,61508.369999999995,42,4,2,2,422,Новые/перспективные
C00752,2025-12-22,2,408991.1,10,5,2,4,524,Крупные покупатели
C00754,2025-11-26,5,252604.78999999998,36,4,4,3,443,Лояльные
C00755,2025-10-15,3,65990.7,78,3,3,2,332,Обычные
C00756,2025-08-17,4,424317.1,137,2,4,4,244,Крупные покупатели
C00757,2025-07-23,1,57556.13,162,2,1,1,211,Обычные
C00758,2025-11-15,2,24192.35,47,3,2,1,321,Обычные
C00759,2025-12-21,4,362284.33,11,5,4,4,544,Чемпионы
C00761,2025-12-29,2,92144.94,3,5,2,2,522,Новые/перспективные
C00762,2025-03-29,1,254855.05000000002,278,1,1,3,113,Обычные
C00768,2025-09-12,1,146422.92,111,2,1,3,213,Обычные
C00770,2025-11-28,3,199852.02000000002,34,4,3,3,433,Обычные
C00771,2025-04-16,1,15654.05,260,1,1,1,111,Обычные
C00772,2025-03-08,1,434915.57000000007,299,1,1,4,114,Обычные
C00773,2025-07-09,1,112792.23,176,2,1,2,212,Обычные
C00775,2025-12-31,2,329592.07,1,5,2,4,524,Крупные покупатели
C00776,2025-12-14,6,254402.24,18,4,5,3,453,Лояльные
C00777,2025-10-29,3,380078.91,64,3,3,4,334,Крупные покупатели
C00779,2025-09-17,10,871502.22,106,2,5,5,255,Крупные покупатели
C00780,2025-08-28,5,646484.33,126,2,4,5,245,Крупные покупатели
C00781,2025-11-04,4,276468.70999999996,58,3,4,4,344,Лояльные
C00782,2025-12-24,7,947244.89,8,5,5,5,555,Чемпионы
C00784,2025-09-22,3,429468.43,101,2,3,4,234,Крупные покупатели
C00785,2025-11-08,2,258153.58000000002,54,3,2,4,324,Крупные покупатели
C00789,2025-11-25,3,322649.25,37,4,3,4,434,Крупные покупатели
C00790,2025-12-23,7,749712.88,9,5,5,5,555,Чемпионы
C00791,2025-06-13,1,244407.08,202,1,1,3,113,Обычные
C00792,2025-12-26,5,434622.77,6,5,5,4,554,Чемпионы
C00794,2025-02-10,1,182624.89,325,1,1,3,113,Обычные
C00796,2025-12-28,7,419332.33999999997,4,5,5,4,554,Чемпионы
C00797,2025-12-09,4,101326.03,23,4,4,2,442,Лояльные
C00799,2025-09-02,2,261737.88,121,2,2,4,224,Крупные покупатели
C00801,2025-05-06,2,84434.06,240,1,2,2,122,Обычные
C00802,2025-12-22,4,509029.91,10,5,4,5,545,Чемпионы
C00803,2025-11-03,1,2944.86,59,3,1,1,311,Обычные
C00805,2025-03-31,1,87051.83,276,1,1,2,112,Обычные
C00806,2025-12-11,7,285377.69,21,4,5,4,454,Чемпионы
C00807,2025-12-18,17,1315011.88,14,5,5,5,555,Чемпионы
C00808,2025-12-23,8,543714.97,9,5,5,5,555,Чемпионы
C00809,2025-05-04,1,128875.43,242,1,1,2,112,Обычные
C00811,2025-12-21,6,677328.11,11,5,5,5,555,Чемпионы
C00812,2025-02-24,1,14273.1,311,1,1,1,111,Обычные
C00813,2025-06-15,2,121069.54,200,1,2,2,122,Обычные
C00814,2025-11-04,2,33903.6,58,3,2,1,321,Обычные
C00815,2025-08-27,1,60060.29,127,2,1,2,212,Обычные
C00816,2025-11-28,4,297323.16,34,4,4,4,444,Чемпионы
C00817,2025-04-15,1,59635.44,261,1,1,1,111,Обычные
C00819,2025-10-29,2,367352.13,64,3,2,4,324,Крупные покупатели
C00820,2025-12-29,2,232483.46000000002,3,5,2,3,523,Новые/перспективные
C00821,2025-12-06,6,411404.46,26,4,5,4,454,Чемпионы
C00823,2025-10-26,4,222356.8,67,3,4,3,343,Лояльные
C00824,2025-09-11,2,138213.36,112,2,2,2,222,Обычные
C00825,2025-03-01,1,144645.47,306,1,1,3,113,Обычные
C00826,2025-12-28,16,1387250.52,4,5,5,5,555,Чемпионы
C00827,2025-10-02,2,288697.01,91,3,2,4,324,Крупные покупатели
C00828,2025-06-15,2,193469.76,200,1,2,3,123,Обычные
C00829,2025-12-03,2,213397.5,29,4,2,3,423,Новые/перспективные
C00830,2025-09-22,2,77731.12,101,2,2,2,222,Обычные
C00831,2025-04-29,2,72440.75,247,1,2,2,122,Обычные
C00832,2025-10-13,2,93124.94,80,3,2,2,322,Обычные
C00833,2025-08-16,1,40364.75,138,2,1,1,211,Обычные
C00836,2025-07-26,1,11514.27,159,2,1,1,211,Обычные
C00837,2025-12-07,2,167995.66,25,4,2,3,423,Новые/перспективные
C00838,2025-12-30,4,300579.63999999996,2,5,4,4,544,Чемпионы
C00839,2025-09-14,2,109706.20999999999,109,2,2,2,222,Обычные
C00841,2025-11-19,3,125404.38,43,4,3,2,432,Обычные
C00842,2025-11-13,2,77643.93000000001,49,3,2,2,322,Обычные
C00843,2025-11-13,3,41982.130000000005,49,3,3,1,331,Обычные
C00844,2025-12-25,6,277060.04000000004,7,5,5,4,554,Чемпионы
C00845,2025-11-13,7,861616.28,49,3,5,5,355,Лояльные
C00847,2025-10-20,3,73262.58,73,3,3,2,332,Обычные
C00849,2025-12-02,3,671326.8300000001,30,4,3,5,435,Крупные покупатели
C00850,2025-08-25,2,186543.56,129,2,2,3,223,Обычные
C00851,2025-09-13,4,528983.61,110,2,4,5,245,Крупные покупатели
C00852,2025-09-04,2,172122.31,119,2,2,3,223,Обычные
C00854,2025-11-14,2,362000.45,48,3,2,4,324,Крупные покупатели
C00855,2025-11-29,1,122747.48000000001,33,4,1,2,412,Новые/перспективные
C00857,2025-01-08,1,64807.21000000001,358,1,1,2,112,Обычные
C00858,2025-11-30,5,374841.5,32,4,5,4,454,Чемпионы
C00859,2025-11-04,1,34811.56,58,3,1,1,311,Обычные
C00861,2025-12-10,9,982813.37,22,4,5,5,455,Чемпионы
C00864,2025-10-21,1,89258.02,72,3,1,2,312,Обычные
C00865,2025-01-30,2,151502.03,336,1,2,3,123,Обычные
C00866,2025-12-30,2,269489.08,2,5,2,4,524,Крупные покупатели
C00867,2025-10-06,3,311563.12,87,3,3,4,334,Крупные покупатели
C00869,2025-09-10,2,356221.24,113,2,2,4,224,Крупные покупатели
C00872,2025-12-21,18,1273984.16,11,5,5,5,555,Чемпионы
C00873,2025-03-07,1,116767.85,300,1,1,2,112,Обычные
C00874,2025-10-05,4,940971.01,88,3,4,5,345,Лояльные
C00875,2025-09-13,3,578997.69,110,2,3,5,235,Крупные покупатели
C00876,2025-09-26,2,86025.86,97,2,2,2,222,Обычные
C00882,2025-12-31,1,4040.8,1,5,1,1,511,Новые/перспективные
C00883,2025-09-29,3,191485.06,94,3,3,3,333,Обычные
C00884,2025-01-25,1,6584.65,341,1,1,1,111,Обычные
C00886,2025-11-18,9,679511.17,44,4,5,5,455,Чемпионы
C00889,2025-12-20,11,1489278.43,12,5,5,5,555,Чемпионы
C00890,2025-12-21,3,335517.56,11,5,3,4,534,Крупные покупатели
C00891,2025-11-06,3,156043.68,56,3,3,3,333,Обычные
C00892,2025-12-12,3,383211.43,20,4,3,4,434,Крупные покупатели
C00894,2025-04-07,1,0.0,269,1,1,1,111,Обычные
C00895,2025-11-06,1,2702.97,56,3,1,1,311,Обычные
C00898,2025-12-27,6,524867.75,5,5,5,5,555,Чемпионы
C00899,2025-11-27,3,87216.32,35,4,3,2,432,Обычные
C00900,2025-02-28,1,45576.64,307,1,1,1,111,Обычные
C00901,2025-11-11,1,0.0,51,3,1,1,311,Обычные
C00902,2025-09-19,3,382987.99,104,2,3,4,234,Крупные покупатели
C00903,2025-10-26,1,62916.1,67,3,1,2,312,Обычные
C00904,2025-05-29,2,139700.69,217,1,2,3,123,Обычные
C00905,2025-11-07,2,312691.77,55,3,2,4,324,Крупные покупатели
C00906,2025-12-12,2,6456.98,20,4,2,1,421,Новые/перспективные
C00907,2025-10-04,3,367177.27,89,3,3,4,334,Крупные покупатели
C00908,2025-11-21,3,187043.21,41,4,3,3,433,Обычные
C00909,2025-10-02,1,59333.479999999996,91,3,1,1,311,Обычные
C00910,2025-10-07,2,251547.03,86,3,2,3,323,Обычные
C00911,2025-12-16,11,730847.67,16,5,5,5,555,Чемпионы
C00912,2025-12-12,5,227755.99,20,4,5,3,453,Лояльные
C00913,2025-12-12,10,1193130.3900000001,20,4,5,5,455,Чемпионы
C00917,2025-12-02,2,143433.37,30,4,2,3,423,Новые/перспективные
C00918,2025-12-09,4,632693.64,23,4,4,5,445,Чемпионы
C00919,2025-05-20,2,151249.96000000002,226,1,2,3,123,Обычные
C00920,2025-05-08,3,174033.61,238,1,3,3,133,Под риском ухода
C00921,2025-11-12,1,177726.71,50,3,1,3,313,Обычные
C00922,2025-11-01,4,403943.24,61,3,4,4,344,Лояльные
C00923,2025-08-12,3,297357.48,142,2,3,4,234,Крупные покупатели
C00924,2025-09-03,6,417110.85,120,2,5,4,254,Крупные покупатели
C00925,2025-06-02,1,212222.92,213,1,1,3,113,Обычные
C00926,2025-12-22,4,400082.07,10,5,4,4,544,Чемпионы
C00927,2025-02-13,1,42487.39,322,1,1,1,111,Обычные
C00928,2025-12-19,1,97488.88,13,5,1,2,512,Новые/перспективные
C00929,2025-09-21,2,101327.51000000001,102,2,2,2,222,Обычные
C00931,2025-12-19,1,89902.7,13,5,1,2,512,Новые/перспективные
C00932,2025-04-04,1,0.0,272,1,1,1,111,Обычные
C00933,2025-12-17,8,473415.41000000003,15,5,5,5,555,Чемпионы
C00935,2025-10-02,1,6744.39,91,3,1,1,311,Обычные
C00937,2025-12-02,3,181821.34,30,4,3,3,433,Обычные
C00939,2025-11-16,7,1323779.74,46,4,5,5,455,Чемпионы
C00940,2025-09-21,2,387653.74,102,2,2,4,224,Крупные покупатели
C00941,2025-06-27,2,264443.37,188,1,2,4,124,Крупные покупатели
C00942,2025-11-27,2,122750.16,35,4,2,2,422,Новые/перспективные
C00944,2025-11-25,5,313538.03,37,4,5,4,454,Чемпионы
C00945,2025-08-07,2,103457.5,147,2,2,2,222,Обычные
C00946,2025-08-15,1,171031.56,139,2,1,3,213,Обычные
C00948,2025-12-16,3,394552.43,16,5,3,4,534,Крупные покупатели
C00949,2025-12-08,2,152660.21,24,4,2,3,423,Новые/перспективные
C00950,2025-12-20,3,69713.13,12,5,3,2,532,Обычные
C00951,2025-11-29,2,29613.39,33,4,2,1,421,Новые/перспективные
C00953,2025-12-30,3,142481.74,2,5,3,3,533,Обычные
C00954,2025-12-21,5,495606.2,11,5,5,5,555,Чемпионы
C00956,2025-11-13,1,91397.09,49,3,1,2,312,Обычные
C00957,2025-11-16,3,249833.9,46,4,3,3,433,Обычные
C00958,2025-12-26,1,37185.5,6,5,1,1,511,Новые/перспективные
C00959,2025-06-10,1,20200.38,205,1,1,1,111,Обычные
C00960,2025-07-01,2,279026.64,184,1,2,4,124,Крупные покупатели
C00961,2025-12-10,2,252797.21000000002,22,4,3,3,433,Обычные
C00962,2025-12-08,1,8133.36,24,4,1,1,411,Новые/перспективные
C00963,2025-12-16,2,71355.7,16,5,3,2,532,Обычные
C00965,2025-11-06,3,344207.6,56,3,3,4,334,Крупные покупатели
C00966,2025-10-22,2,141724.03,71,3,3,3,333,Обычные
C00967,2025-08-31,3,271011.08,123,2,3,4,234,Крупные покупатели
C00968,2025-10-17,1,3171.45,76,3,1,1,311,Обычные
C00971,2025-12-22,8,624213.04,10,5,5,5,555,Чемпионы
C00972,2025-09-07,4,239154.82,116,2,4,3,243,Под риском ухода
C00973,2025-11-24,2,460676.66000000003,38,4,3,5,435,Крупные покупатели
C00975,2025-05-21,2,91555.47,225,1,3,2,132,Под риском ухода
C00978,2025-12-24,3,37163.21,8,5,3,1,531,Обычные
C00979,2025-10-02,2,80453.43,91,3,3,2,332,Обычные
C00980,2025-11-02,3,138682.96,60,3,3,2,332,Обычные
C00981,2025-11-16,4,415743.6,46,4,4,4,444,Чемпионы
C00982,2025-09-22,1,78500.0,101,2,1,2,212,Обычные
C00983,2025-02-15,2,19187.920000000002,320,1,3,1,131,Под риском ухода
C00984,2025-09-27,1,33148.33,96,2,1,1,211,Обычные
C00985,2025-10-10,1,37118.090000000004,83,3,1,1,311,Обычные
C00986,2025-09-20,1,1530.74,103,2,1,1,211,Обычные
C00987,2025-12-17,7,484468.42,15,5,5,5,555,Чемпионы
C00988,2025-11-15,7,487643.97000000003,47,3,5,5,355,Лояльные
C00989,2025-12-11,3,354110.04,21,4,3,4,434,Крупные покупатели
C00992,2025-12-04,2,235983.72,28,4,3,3,433,Обычные
C00993,2025-10-12,1,30631.340000000004,81,3,1,1,311,Обычные
C00994,2025-11-22,6,290824.78,40,4,5,4,454,Чемпионы
C00995,2025-12-29,3,70784.76000000001,3,5,3,2,532,Обычные
C00997,2025-12-28,6,822296.97,4,5,5,5,555,Чемпионы
C00998,2025-08-26,1,50257.17,128,2,1,1,211,Обычные
C01000,2025-11-20,2,187973.19,42,4,3,3,433,Обычные
C01002,2025-08-24,1,160639.74,130,2,1,3,213,Обычные
C01003,2025-11-20,4,272399.17,42,4,4,4,444,Чемпионы
C01005,2025-11-19,7,747418.72,43,4,5,5,455,Чемпионы
C01006,2025-02-22,1,97765.01999999999,313,1,1,2,112,Обычные
C01007,2025-03-23,1,65987.08,284,1,1,2,112,Обычные
C01010,2025-09-12,2,115586.43,111,2,3,2,232,Под риском ухода
C01011,2025-11-06,1,63291.21,56,3,1,2,312,Обычные
C01012,2025-12-19,10,845324.72,13,5,5,5,555,Чемпионы
C01013,2025-05-04,2,472927.31,242,1,3,5,135,Крупные покупатели
C01014,2025-06-11,1,41276.72,204,1,1,1,111,Обычные
C01015,2025-10-15,2,205499.63,78,3,3,3,333,Обычные
C01016,2025-11-26,2,106419.56999999999,36,4,3,2,432,Обычные
C01018,2025-10-25,1,0.0,68,3,1,1,311,Обычные
C01019,2025-12-15,9,362485.79000000004,17,4,5,4,454,Чемпионы
C01021,2025-12-18,9,535801.46,14,5,5,5,555,Чемпионы
C01022,2025-08-29,5,246076.57,125,2,5,3,253,Под риском ухода
C01023,2025-12-17,1,26903.76,15,5,1,1,511,Новые/перспективные
C01024,2025-11-18,4,328903.68,44,4,4,4,444,Чемпионы
C01026,2025-12-23,5,550168.02,9,5,5,5,555,Чемпионы
C01027,2025-11-20,1,255180.0,42,4,1,3,413,Новые/перспективные
C01028,2025-10-05,2,68438.76,88,3,3,2,332,Обычные
C01031,2025-10-26,6,566385.5,67,3,5,5,355,Лояльные
C01032,2025-04-29,1,74109.3,247,1,1,2,112,Обычные
C01033,2025-12-30,8,289584.99,2,5,5,4,554,Чемпионы
C01034,2025-05-22,1,29767.01,224,1,1,1,111,Обычные
C01037,2025-09-16,2,244771.28000000003,107,2,3,3,233,Под риском ухода
C01038,2025-07-14,1,290587.96,171,2,1,4,214,Обычные
C01039,2025-04-06,1,0.0,270,1,1,1,111,Обычные
C01040,2025-12-09,2,155965.04,23,4,3,3,433,Обычные
C01042,2025-12-15,11,1088263.59,17,4,5,5,455,Чемпионы
C01043,2025-07-04,1,57553.990000000005,181,2,1,1,211,Обычные
C01044,2025-05-02,1,180522.65,244,1,1,3,113,Обычные
C01045,2025-12-07,2,178368.29,25,4,3,3,433,Обычные
C01051,2025-10-30,4,273844.56,63,3,4,4,344,Лояльные
C01052,2025-11-24,9,554391.6,38,4,5,5,455,Чемпионы
C01055,2025-06-12,1,93309.86,203,1,1,2,112,Обычные
C01056,2025-12-01,4,402384.72,31,4,4,4,444,Чемпионы
C01057,2025-05-02,1,270368.06,244,1,1,4,114,Обычные
C01058,2025-11-22,5,246816.99,40,4,5,3,453,Лояльные
C01061,2025-09-21,4,159232.06,102,2,4,3,243,Под риском ухода
C01062,2025-01-13,1,32143.35,353,1,1,1,111,Обычные
C01063,2025-07-28,3,144210.1,157,2,3,3,233,Под риском ухода
C01065,2025-12-29,2,2170.33,3,5,3,1,531,Обычные
C01066,2025-12-18,3,438592.26,14,5,3,4,534,Крупные покупатели
C01067,2025-10-22,5,363230.82,71,3,5,4,354,Лояльные
C01068,2025-11-12,1,404535.34,50,3,1,4,314,Обычные
C01069,2025-12-09,1,78094.13,23,4,1,2,412,Новые/перспективные
C01072,2025-10-24,2,69483.97,69,3,3,2,332,Обычные
C01073,2025-12-23,6,448609.12,9,5,5,5,555,Чемпионы
C01074,2025-10-21,1,0.0,72,3,1,1,311,Обычные
C01075,2025-07-16,1,9078.77,169,2,1,1,211,Обычные
