ticket_id,created_at,channel,category,priority,customer_segment,previous_tickets_90d,backlog_at_creation,agent_experience_months,first_response_minutes,messages_count,reopen_count,resolution_minutes,sla_limit_minutes,sla_breached,cluster
TKT-00631,2026-04-08 11:58:00,chat,account,high,standard,3,52,19,107.5,7,0,778.8,780,0,2
TKT-00632,2026-03-08 17:53:00,phone,billing,critical,standard,3,53,21,175.9,7,0,1321.9,420,1,2
TKT-00633,2026-06-10 17:44:00,chat,billing,low,vip,1,9,51,14.3,2,0,135.9,1800,0,1
TKT-00634,2026-06-21 13:11:00,chat,how_to,low,business,1,10,40,17.3,4,0,195.3,1800,0,1
TKT-00635,2026-05-19 14:40:00,portal,how_to,medium,business,1,7,50,9.2,1,0,166.2,1200,0,1
TKT-00636,2026-06-02 04:59:00,portal,account,medium,standard,1,10,29,12.9,2,0,354.8,1200,0,1
TKT-00637,2026-05-19 09:42:00,email,account,high,vip,6,14,16,39.0,16,3,825.7,780,1,0
TKT-00638,2026-02-22 19:35:00,portal,technical,low,vip,5,26,9,28.0,15,1,593.7,1800,0,0
TKT-00639,2026-06-15 16:07:00,chat,how_to,high,business,1,49,26,121.6,6,0,1179.7,780,1,2
TKT-00640,2026-04-06 09:44:00,email,technical,medium,standard,3,46,24,140.0,8,1,969.9,1200,0,2
TKT-00641,2026-03-03 19:48:00,email,account,medium,business,7,15,31,43.6,13,1,540.4,1200,0,0
TKT-00642,2026-02-04 14:35:00,email,incident,medium,vip,2,49,26,72.6,8,0,871.2,1200,0,2
TKT-00643,2026-05-08 18:12:00,portal,account,critical,business,0,13,46,12.5,5,0,150.2,420,0,1
TKT-00644,2026-02-19 22:30:00,portal,billing,low,vip,0,10,44,12.9,3,0,98.1,1800,0,1
TKT-00645,2026-04-28 11:32:00,chat,technical,high,business,4,12,35,25.8,16,3,785.3,780,1,0
TKT-00646,2026-01-12 16:48:00,email,account,high,standard,2,46,17,109.8,9,0,1393.5,780,1,2
TKT-00647,2026-04-25 06:22:00,portal,billing,medium,standard,0,0,27,9.7,3,0,161.4,1200,1,1
TKT-00648,2026-04-26 16:03:00,portal,how_to,high,vip,6,22,41,43.5,15,4,1057.5,780,1,0
TKT-00649,2026-04-05 10:48:00,chat,account,high,standard,5,15,10,27.3,14,2,888.3,780,1,0
TKT-00650,2026-04-29 05:53:00,portal,how_to,low,standard,0,4,29,14.3,3,1,196.6,1800,0,1
TKT-00651,2026-06-28 21:08:00,email,incident,low,business,5,27,22,47.7,10,2,916.6,1800,0,0
TKT-00652,2026-05-31 22:19:00,email,technical,high,business,3,59,16,162.7,8,0,2113.0,780,1,2
TKT-00653,2026-03-21 02:51:00,chat,technical,medium,vip,5,22,32,41.0,14,2,864.9,1200,0,0
TKT-00654,2026-06-06 21:06:00,chat,billing,low,standard,1,13,24,12.2,3,0,315.4,1800,0,1
TKT-00655,2026-06-21 19:13:00,chat,account,medium,standard,3,47,2,144.1,7,0,1111.4,1200,0,2
TKT-00656,2026-01-29 19:27:00,phone,how_to,low,standard,2,11,11,13.8,5,0,167.7,1800,0,1
TKT-00657,2026-03-06 14:33:00,chat,incident,low,business,3,47,11,112.9,8,0,997.9,1800,0,2
TKT-00658,2026-05-14 17:56:00,portal,account,low,business,0,6,43,11.8,4,0,140.0,1800,1,1
TKT-00659,2026-04-03 16:39:00,email,billing,critical,business,3,16,26,30.1,18,0,571.3,420,0,0
TKT-00660,2026-01-25 05:56:00,portal,account,low,standard,1,12,22,15.2,4,0,237.3,1800,0,1
TKT-00661,2026-03-27 01:15:00,portal,billing,critical,standard,1,2,34,9.6,5,0,267.2,420,0,1
TKT-00662,2026-03-09 06:26:00,email,how_to,critical,business,2,51,26,77.0,8,1,769.5,420,1,2
TKT-00663,2026-05-13 23:41:00,portal,billing,low,vip,1,16,28,13.3,1,0,195.9,1800,0,1
TKT-00664,2026-04-03 19:07:00,portal,how_to,medium,business,1,7,35,11.9,3,0,203.7,1200,0,1
TKT-00665,2026-01-26 04:27:00,portal,how_to,medium,standard,1,6,36,9.9,4,0,202.7,1200,0,1
TKT-00666,2026-01-09 21:42:00,chat,technical,high,business,5,17,10,27.8,16,1,835.5,780,1,0
TKT-00667,2026-02-21 17:09:00,chat,account,low,standard,2,48,33,80.3,5,0,975.1,1800,0,2
TKT-00668,2026-01-29 05:13:00,phone,incident,medium,standard,2,53,20,84.8,7,1,1000.7,1200,0,2
TKT-00669,2026-06-07 17:31:00,portal,account,low,standard,2,5,33,14.3,3,0,154.2,1800,0,1
TKT-00670,2026-02-18 19:13:00,email,incident,high,standard,5,18,23,45.8,16,1,586.1,780,0,0
TKT-00671,2026-04-25 05:01:00,phone,billing,critical,standard,0,16,32,12.6,3,0,218.5,420,1,1
TKT-00672,2026-01-23 22:58:00,chat,incident,high,vip,5,17,30,36.4,15,1,1123.5,780,1,0
TKT-00673,2026-03-21 12:12:00,email,account,high,standard,4,53,12,195.0,6,1,2049.3,780,1,2
TKT-00674,2026-06-18 03:17:00,email,technical,critical,business,4,20,30,23.4,18,6,885.5,420,1,0
TKT-00675,2026-04-26 19:39:00,portal,technical,high,vip,6,17,20,26.7,15,2,999.0,780,1,0
TKT-00676,2026-02-21 21:32:00,chat,technical,low,standard,0,5,42,13.2,2,0,208.4,1800,0,1
TKT-00677,2026-05-15 13:55:00,chat,billing,critical,business,3,56,30,154.5,7,1,2166.2,420,1,2
TKT-00678,2026-04-01 05:03:00,chat,technical,medium,business,6,20,31,38.9,14,5,720.9,1200,0,0
TKT-00679,2026-02-12 07:39:00,email,account,low,standard,1,13,45,17.4,2,0,210.9,1800,0,1
TKT-00680,2026-06-29 09:01:00,portal,billing,medium,standard,2,16,48,14.4,3,0,100.3,1200,0,1
TKT-00681,2026-06-18 18:22:00,portal,technical,high,standard,2,16,42,11.1,4,0,144.4,780,0,1
TKT-00682,2026-04-12 23:53:00,email,billing,low,business,2,2,39,14.6,2,0,158.6,1800,0,1
TKT-00683,2026-01-06 23:19:00,email,how_to,medium,business,1,8,44,10.3,1,0,179.3,1200,0,1
TKT-00684,2026-03-16 01:39:00,portal,technical,low,vip,3,29,23,17.2,12,2,582.4,1800,0,0
TKT-00685,2026-04-03 12:18:00,email,account,low,business,4,15,31,42.5,13,1,590.4,1800,0,0
TKT-00686,2026-06-17 08:42:00,chat,how_to,low,standard,1,9,38,13.4,4,0,119.6,1800,0,1
TKT-00687,2026-05-12 22:31:00,email,how_to,high,vip,6,22,42,43.4,14,2,763.8,780,0,0
TKT-00688,2026-02-10 01:11:00,email,billing,critical,vip,2,54,18,142.3,10,0,1091.2,420,1,2
TKT-00689,2026-04-02 19:17:00,chat,incident,medium,business,3,54,17,111.8,7,1,1802.2,1200,1,2
TKT-00690,2026-02-02 07:26:00,chat,incident,medium,vip,4,14,28,37.6,15,3,762.3,1200,0,0
TKT-00691,2026-03-27 06:59:00,email,billing,low,business,1,12,35,10.9,5,0,151.9,1800,0,1
TKT-00692,2026-04-07 08:46:00,chat,billing,low,business,3,50,5,173.4,7,0,1452.7,1800,0,2
TKT-00693,2026-04-02 18:16:00,portal,billing,medium,standard,1,9,40,11.2,4,1,156.5,1200,0,1
TKT-00694,2026-03-18 21:56:00,chat,technical,medium,standard,1,16,41,16.6,5,0,171.6,1200,0,1
TKT-00695,2026-03-20 16:55:00,phone,incident,high,business,4,60,22,145.0,7,1,1272.6,780,1,2
TKT-00696,2026-05-24 10:58:00,email,account,medium,standard,5,22,42,37.6,16,4,515.2,1200,0,0
TKT-00697,2026-04-02 01:20:00,chat,billing,medium,business,4,17,11,37.3,12,1,1016.1,1200,0,0
TKT-00698,2026-01-08 13:29:00,portal,incident,low,business,4,11,14,27.2,13,3,979.9,1800,0,0
TKT-00699,2026-05-14 08:22:00,email,incident,low,vip,4,16,27,48.7,12,3,1091.8,1800,0,0
TKT-00700,2026-04-22 04:34:00,portal,how_to,high,business,1,8,17,9.0,3,0,179.7,780,0,1
TKT-00701,2026-05-06 05:22:00,portal,account,medium,business,1,14,34,10.7,4,0,167.2,1200,0,1
TKT-00702,2026-05-08 22:08:00,phone,how_to,high,standard,1,6,37,13.8,2,1,245.9,780,0,1
TKT-00703,2026-02-01 04:11:00,portal,how_to,high,standard,1,8,45,10.0,3,0,322.6,780,0,1
TKT-00704,2026-06-24 22:40:00,email,incident,high,business,2,51,16,141.5,7,0,1182.9,780,1,2
TKT-00705,2026-06-28 06:29:00,portal,billing,high,standard,1,7,21,21.6,6,0,197.0,780,0,1
TKT-00706,2026-01-27 05:41:00,email,account,medium,business,5,21,44,19.3,14,1,681.3,1200,0,0
TKT-00707,2026-02-09 09:48:00,email,incident,low,vip,2,51,18,84.0,7,2,1166.2,1800,0,2
TKT-00708,2026-02-14 07:46:00,email,incident,low,business,3,54,18,171.4,7,1,1755.5,1800,0,2
TKT-00709,2026-06-23 23:03:00,chat,how_to,low,business,5,24,23,28.8,11,1,993.1,1800,0,0
TKT-00710,2026-06-17 20:09:00,phone,technical,low,business,4,26,36,32.7,13,2,716.8,1800,0,0
TKT-00711,2026-02-17 16:51:00,email,incident,medium,vip,3,46,16,95.9,7,2,1176.0,1200,0,2
TKT-00712,2026-04-24 12:18:00,phone,technical,high,business,5,22,20,22.5,15,1,802.5,780,1,0
TKT-00713,2026-02-13 19:43:00,chat,incident,critical,business,3,54,34,127.8,9,1,1644.8,420,0,2
TKT-00714,2026-01-07 20:22:00,email,technical,high,standard,2,51,11,133.2,9,1,1669.3,780,1,2
TKT-00715,2026-02-11 10:59:00,portal,billing,medium,business,2,63,27,126.6,7,0,1156.5,1200,0,2
TKT-00716,2026-01-14 22:07:00,portal,how_to,medium,standard,0,9,28,10.8,3,1,327.4,1200,0,1
TKT-00717,2026-06-02 14:14:00,chat,incident,medium,business,5,18,35,35.9,14,3,495.4,1200,0,0
TKT-00718,2026-05-22 09:06:00,email,incident,low,business,1,12,35,7.5,3,0,191.1,1800,0,1
TKT-00719,2026-02-03 04:12:00,email,how_to,medium,standard,5,23,35,37.2,15,4,742.9,1200,0,0
TKT-00720,2026-04-13 03:29:00,chat,billing,medium,business,3,50,27,95.2,7,1,1122.4,1200,0,2
TKT-00721,2026-02-06 22:15:00,email,technical,medium,standard,6,12,18,21.6,15,2,882.5,1200,0,0
TKT-00722,2026-04-12 18:35:00,chat,how_to,high,standard,5,20,23,49.8,15,1,1475.9,780,1,0
TKT-00723,2026-06-11 06:35:00,portal,how_to,medium,standard,1,11,31,5.3,2,0,253.8,1200,0,1
TKT-00724,2026-06-08 09:01:00,phone,incident,high,standard,2,46,20,112.0,8,0,1041.9,780,1,2
TKT-00725,2026-05-30 22:51:00,portal,account,low,vip,2,4,27,16.3,2,0,154.3,1800,0,1
TKT-00726,2026-02-13 09:32:00,portal,technical,medium,vip,1,10,32,9.8,5,0,209.4,1200,0,1
TKT-00727,2026-02-04 08:01:00,email,account,medium,business,0,15,48,7.6,5,0,196.2,1200,0,1
TKT-00728,2026-01-29 21:03:00,portal,how_to,low,business,2,9,37,10.5,4,0,196.9,1800,0,1
TKT-00729,2026-01-23 21:10:00,phone,incident,high,vip,6,20,52,44.9,14,4,768.2,780,0,0
TKT-00730,2026-04-21 11:38:00,chat,account,medium,vip,5,19,22,39.2,14,2,589.5,1200,0,0
TKT-00731,2026-04-29 12:28:00,portal,how_to,low,standard,1,6,42,12.5,1,0,163.9,1800,0,1
TKT-00732,2026-06-08 20:04:00,portal,technical,low,standard,3,4,37,10.1,4,0,289.4,1800,0,1
TKT-00733,2026-01-17 06:15:00,chat,account,medium,business,0,6,41,9.9,3,0,132.2,1200,0,1
TKT-00734,2026-02-17 17:52:00,email,technical,low,vip,1,8,42,10.1,3,0,174.1,1800,0,1
TKT-00735,2026-05-12 00:44:00,chat,how_to,low,standard,2,8,28,8.3,3,0,100.0,1800,0,1
TKT-00736,2026-05-03 15:11:00,portal,incident,low,business,4,16,38,44.2,12,1,500.8,1800,0,0
TKT-00737,2026-03-18 22:29:00,chat,billing,high,standard,0,8,44,16.5,4,0,148.3,780,0,1
TKT-00738,2026-01-28 10:16:00,email,account,low,standard,0,9,23,16.5,2,0,243.1,1800,0,1
TKT-00739,2026-03-29 03:46:00,email,technical,low,business,2,15,24,13.8,2,0,188.4,1800,0,1
TKT-00740,2026-01-31 22:38:00,email,account,medium,standard,4,18,23,25.3,15,1,493.1,1200,0,0
TKT-00741,2026-04-07 09:28:00,portal,account,high,vip,0,20,52,11.5,5,0,309.4,780,0,1
TKT-00742,2026-06-12 06:31:00,chat,account,medium,business,0,13,34,14.0,2,0,164.7,1200,0,1
TKT-00743,2026-02-05 05:22:00,phone,incident,critical,standard,3,48,15,79.2,7,0,2892.5,420,1,2
TKT-00744,2026-01-22 05:36:00,portal,technical,low,business,0,9,53,11.6,4,0,126.4,1800,0,1
TKT-00745,2026-05-13 18:33:00,phone,technical,low,vip,6,24,29,14.7,11,2,617.4,1800,0,0
TKT-00746,2026-01-05 09:10:00,portal,how_to,medium,business,4,27,22,51.5,15,2,799.8,1200,0,0
TKT-00747,2026-06-27 00:18:00,portal,how_to,low,standard,2,11,34,16.2,4,0,251.5,1800,0,1
TKT-00748,2026-05-20 11:44:00,portal,incident,high,vip,4,24,11,33.3,14,3,840.6,780,1,0
TKT-00749,2026-03-14 14:34:00,email,incident,critical,business,4,54,12,138.0,10,1,1787.9,420,1,2
TKT-00750,2026-03-07 06:02:00,portal,incident,high,standard,2,50,9,52.9,8,0,1249.5,780,1,2
TKT-00751,2026-03-11 15:14:00,portal,how_to,critical,standard,0,10,37,11.2,4,0,277.2,420,0,1
TKT-00752,2026-03-13 09:33:00,portal,billing,medium,standard,0,9,44,10.2,3,0,186.3,1200,1,1
TKT-00753,2026-06-01 02:51:00,email,account,low,business,1,7,41,14.9,1,0,136.4,1800,0,1
TKT-00754,2026-05-24 23:23:00,chat,technical,medium,standard,5,13,26,30.4,14,3,541.7,1200,0,0
TKT-00755,2026-02-06 19:47:00,chat,how_to,low,business,5,20,14,26.2,15,2,606.0,1800,0,0
TKT-00756,2026-02-02 09:19:00,portal,billing,medium,standard,1,9,29,17.4,3,0,175.4,1200,0,1
TKT-00757,2026-04-08 07:11:00,email,how_to,low,business,0,10,44,17.8,1,0,113.2,1800,0,1
TKT-00758,2026-04-28 01:24:00,portal,technical,medium,business,3,52,24,83.4,4,0,980.0,1200,0,2
TKT-00759,2026-05-11 21:23:00,email,how_to,medium,vip,0,16,48,13.2,3,1,112.7,1200,0,1
TKT-00760,2026-02-26 10:26:00,chat,how_to,low,vip,6,18,16,31.7,16,2,433.6,1800,0,0
TKT-00761,2026-03-28 20:13:00,email,how_to,low,standard,4,26,14,40.5,13,3,893.5,1800,0,0
TKT-00762,2026-01-19 18:26:00,portal,technical,medium,business,1,10,29,20.7,1,0,129.4,1200,0,1
TKT-00763,2026-03-24 00:48:00,chat,account,low,standard,1,15,40,12.8,3,0,175.7,1800,0,1
TKT-00764,2026-05-04 17:58:00,chat,technical,medium,business,1,7,36,6.6,4,0,166.6,1200,0,1
TKT-00765,2026-02-24 19:04:00,chat,technical,medium,business,3,53,28,163.3,7,0,1228.7,1200,1,2
TKT-00766,2026-02-27 08:37:00,phone,billing,low,standard,2,12,35,10.7,2,0,199.9,1800,0,1
TKT-00767,2026-03-25 05:02:00,chat,billing,low,standard,1,12,24,14.4,2,0,141.8,1800,0,1
TKT-00768,2026-06-05 23:43:00,portal,billing,medium,standard,0,14,35,8.6,3,0,241.0,1200,0,1
TKT-00769,2026-04-19 17:45:00,email,billing,high,business,2,17,36,16.7,3,0,235.4,780,0,1
TKT-00770,2026-06-15 10:14:00,email,technical,low,vip,5,26,29,25.7,12,3,861.6,1800,0,0
TKT-00771,2026-01-12 02:25:00,portal,account,high,standard,2,9,38,22.3,4,1,234.0,780,0,1
TKT-00772,2026-06-02 19:54:00,portal,incident,medium,standard,5,16,9,29.9,14,2,776.7,1200,0,0
TKT-00773,2026-01-08 21:02:00,phone,billing,high,business,5,24,20,26.2,17,4,1194.9,780,1,0
TKT-00774,2026-02-28 00:33:00,chat,technical,high,business,2,45,17,152.1,8,0,1958.5,780,1,2
TKT-00775,2026-03-18 18:48:00,portal,how_to,medium,standard,1,6,22,10.9,6,0,133.4,1200,0,1
TKT-00776,2026-02-12 14:02:00,email,how_to,critical,standard,2,58,6,114.1,8,1,2400.8,420,1,2
TKT-00777,2026-06-28 01:44:00,email,technical,medium,vip,6,26,24,33.1,13,4,805.7,1200,0,0
TKT-00778,2026-06-10 16:53:00,email,billing,medium,standard,0,5,31,17.5,1,0,167.0,1200,0,1
TKT-00779,2026-04-13 19:45:00,phone,technical,medium,business,2,44,36,103.3,7,1,1065.8,1200,0,2
TKT-00780,2026-03-23 12:43:00,email,billing,medium,business,2,52,31,145.1,8,1,807.3,1200,0,2
TKT-00781,2026-05-18 02:47:00,portal,incident,medium,standard,1,13,34,14.2,6,0,141.5,1200,0,1
TKT-00782,2026-05-08 09:26:00,email,incident,low,business,3,52,24,97.5,6,1,1369.3,1800,0,2
TKT-00783,2026-03-28 12:19:00,email,account,medium,standard,5,13,40,45.6,16,0,1115.7,1200,0,0
TKT-00784,2026-05-29 21:20:00,email,incident,low,standard,4,8,20,47.4,13,1,531.4,1800,0,0
TKT-00785,2026-02-04 17:29:00,portal,account,medium,vip,4,43,6,160.0,7,1,1425.7,1200,1,2
TKT-00786,2026-02-19 23:36:00,portal,account,medium,business,2,10,39,7.0,4,0,156.9,1200,0,1
TKT-00787,2026-01-04 04:12:00,email,incident,high,business,4,55,9,159.4,8,2,1192.1,780,1,2
TKT-00788,2026-01-22 10:30:00,chat,account,low,standard,1,7,40,10.1,4,0,122.0,1800,0,1
TKT-00789,2026-02-05 18:44:00,email,incident,low,standard,1,54,14,83.1,8,0,601.4,1800,0,2
TKT-00790,2026-04-23 11:15:00,email,account,medium,standard,4,23,31,27.2,17,2,875.9,1200,0,0
TKT-00791,2026-06-03 23:50:00,email,account,low,vip,1,10,38,9.2,1,1,128.5,1800,0,1
TKT-00792,2026-04-17 05:37:00,phone,technical,high,vip,4,24,15,28.0,17,0,1021.3,780,1,0
TKT-00793,2026-03-22 04:09:00,portal,how_to,medium,standard,1,6,32,14.3,3,0,219.3,1200,0,1
TKT-00794,2026-02-18 15:15:00,portal,how_to,medium,vip,0,12,39,14.9,4,0,141.7,1200,0,1
TKT-00795,2026-01-19 06:10:00,email,account,medium,standard,1,9,23,11.6,1,1,192.0,1200,0,1
TKT-00796,2026-04-16 05:55:00,portal,billing,high,standard,0,19,36,13.3,4,0,204.8,780,0,1
TKT-00797,2026-01-26 08:23:00,email,billing,medium,standard,0,16,45,12.6,1,0,160.4,1200,0,1
TKT-00798,2026-05-23 06:20:00,portal,technical,medium,standard,1,15,41,14.0,4,0,299.4,1200,0,1
TKT-00799,2026-03-15 14:16:00,portal,technical,medium,vip,7,15,11,32.3,14,0,708.5,1200,0,0
TKT-00800,2026-03-05 00:02:00,email,account,low,vip,5,20,25,18.7,12,1,459.8,1800,0,0
TKT-00801,2026-01-05 19:08:00,chat,account,critical,standard,6,20,12,26.9,19,2,1369.6,420,1,0
TKT-00802,2026-02-13 14:48:00,portal,billing,low,standard,1,10,29,11.5,1,0,139.6,1800,0,1
TKT-00803,2026-01-03 09:41:00,portal,incident,medium,business,3,49,21,140.7,8,0,2222.1,1200,1,2
TKT-00804,2026-05-11 12:00:00,email,technical,critical,standard,5,18,36,37.7,17,0,648.7,420,1,0
TKT-00805,2026-03-30 04:15:00,email,billing,medium,standard,0,6,37,7.8,3,0,108.9,1200,0,1
TKT-00806,2026-05-22 10:58:00,portal,account,low,standard,1,17,35,11.8,2,0,118.2,1800,0,1
TKT-00807,2026-04-12 17:49:00,chat,technical,low,standard,6,21,29,49.6,15,1,740.8,1800,0,0
TKT-00808,2026-06-21 18:31:00,email,account,low,standard,1,14,25,13.2,4,0,121.1,1800,0,1
TKT-00809,2026-05-22 01:57:00,email,how_to,medium,standard,6,24,32,39.0,15,2,813.9,1200,0,0
TKT-00810,2026-01-27 13:34:00,phone,incident,low,vip,2,43,7,118.4,6,0,1360.4,1800,0,2
TKT-00811,2026-01-21 23:44:00,chat,billing,high,standard,0,6,38,16.8,4,0,234.9,780,0,1
TKT-00812,2026-06-10 01:37:00,portal,how_to,high,standard,1,17,46,10.5,1,0,195.6,780,0,1
TKT-00813,2026-02-18 10:33:00,portal,technical,high,standard,3,56,17,75.0,8,0,2450.1,780,1,2
TKT-00814,2026-05-18 17:13:00,email,technical,high,business,6,29,22,32.8,14,0,880.6,780,1,0
TKT-00815,2026-04-24 03:26:00,portal,billing,low,standard,2,9,26,11.2,1,0,213.2,1800,0,1
TKT-00816,2026-05-07 08:12:00,email,incident,low,standard,4,59,23,162.3,6,0,1457.1,1800,0,2
TKT-00817,2026-02-18 00:30:00,phone,account,high,business,4,44,23,122.6,8,1,1239.6,780,1,2
TKT-00818,2026-02-26 08:23:00,chat,billing,low,business,6,22,22,26.8,13,3,604.9,1800,0,0
TKT-00819,2026-04-10 20:56:00,email,account,low,standard,4,16,34,33.0,14,1,590.1,1800,0,0
TKT-00820,2026-01-04 23:52:00,portal,billing,low,standard,2,8,49,10.1,3,0,173.4,1800,0,1
TKT-00821,2026-02-26 02:18:00,portal,account,low,vip,2,1,31,15.7,2,0,136.6,1800,0,1
TKT-00822,2026-04-02 08:37:00,email,incident,medium,standard,5,18,35,24.4,15,1,604.2,1200,0,0
TKT-00823,2026-02-06 19:16:00,portal,account,medium,standard,1,14,42,12.2,3,0,148.6,1200,0,1
TKT-00824,2026-02-21 10:31:00,phone,billing,high,business,4,15,37,29.9,15,5,884.1,780,1,0
TKT-00825,2026-06-27 00:52:00,chat,account,high,standard,2,48,33,151.5,9,0,1196.2,780,1,2
TKT-00826,2026-02-22 04:01:00,portal,how_to,high,business,2,16,54,18.3,5,0,213.4,780,0,1
TKT-00827,2026-06-12 10:26:00,chat,technical,medium,business,5,20,36,26.5,14,0,536.6,1200,0,0
TKT-00828,2026-06-16 21:14:00,email,how_to,high,standard,0,13,46,16.9,3,0,194.1,780,0,1
TKT-00829,2026-05-02 07:11:00,chat,technical,high,business,3,54,36,159.3,6,0,1026.4,780,1,2
TKT-00830,2026-01-28 12:49:00,portal,account,low,standard,2,12,54,14.0,1,0,130.6,1800,0,1
TKT-00831,2026-02-07 00:33:00,portal,technical,critical,vip,5,13,24,27.9,17,1,839.4,420,1,0
TKT-00832,2026-06-18 03:53:00,chat,account,medium,standard,4,17,15,28.6,15,2,604.6,1200,1,0
TKT-00833,2026-01-01 06:24:00,portal,how_to,low,standard,2,12,41,14.1,3,0,154.9,1800,0,1
TKT-00834,2026-04-01 16:26:00,chat,technical,medium,business,6,20,37,40.5,16,4,578.3,1200,0,0
TKT-00835,2026-04-18 07:55:00,portal,technical,medium,standard,6,19,5,33.5,11,2,843.9,1200,0,0
TKT-00836,2026-05-31 21:21:00,chat,how_to,medium,standard,5,29,22,41.8,12,4,804.6,1200,0,0
TKT-00837,2026-06-11 02:41:00,chat,incident,high,standard,3,52,26,108.2,8,0,816.5,780,1,2
TKT-00838,2026-02-21 01:05:00,portal,technical,critical,business,4,50,18,142.1,7,0,1320.1,420,1,2
TKT-00839,2026-04-01 10:58:00,email,technical,medium,standard,4,19,41,41.6,16,2,704.1,1200,0,0
TKT-00840,2026-04-25 02:32:00,chat,billing,medium,business,7,29,8,53.6,13,1,850.3,1200,1,0
TKT-00841,2026-06-23 17:35:00,portal,billing,low,business,1,6,36,16.9,2,0,168.9,1800,0,1
TKT-00842,2026-04-11 04:27:00,email,account,critical,business,1,46,14,153.1,9,0,1690.9,420,1,2
TKT-00843,2026-01-22 22:12:00,chat,account,low,standard,4,27,18,36.9,14,2,686.5,1800,0,0
TKT-00844,2026-06-16 08:23:00,email,technical,low,vip,6,21,20,64.2,14,0,537.7,1800,0,0
TKT-00845,2026-04-03 05:46:00,chat,billing,medium,standard,1,11,29,13.9,6,2,191.6,1200,0,1
TKT-00846,2026-02-02 06:34:00,email,incident,high,vip,3,58,9,112.9,8,1,863.3,780,1,2
TKT-00847,2026-02-04 05:59:00,email,incident,medium,business,2,7,31,12.7,2,1,253.4,1200,0,1
TKT-00848,2026-02-06 19:44:00,portal,billing,medium,standard,6,23,29,39.5,16,2,622.8,1200,0,0
TKT-00849,2026-05-10 19:49:00,portal,how_to,medium,business,0,11,27,25.7,3,0,350.0,1200,0,1
TKT-00850,2026-06-20 19:31:00,portal,incident,high,business,3,48,19,126.4,8,0,974.0,780,1,2
TKT-00851,2026-03-21 10:41:00,chat,incident,low,standard,1,10,31,17.3,5,0,204.8,1800,0,1
TKT-00852,2026-01-18 15:12:00,chat,technical,low,standard,1,13,16,23.5,6,0,211.3,1800,0,1
TKT-00853,2026-06-09 22:18:00,chat,how_to,low,business,2,52,21,125.4,6,2,1099.0,1800,0,2
TKT-00854,2026-04-25 05:49:00,portal,account,medium,business,1,48,22,205.7,9,1,1587.9,1200,1,2
TKT-00855,2026-04-13 17:39:00,email,how_to,medium,business,3,4,30,11.3,2,1,212.7,1200,0,1
TKT-00856,2026-01-11 21:38:00,chat,incident,medium,standard,6,24,38,36.5,13,2,863.0,1200,0,0
TKT-00857,2026-06-24 17:00:00,chat,technical,medium,business,6,22,35,22.0,14,3,848.5,1200,0,0
TKT-00858,2026-01-14 20:36:00,portal,technical,high,business,2,45,8,135.2,8,1,965.1,780,1,2
TKT-00859,2026-04-20 20:57:00,chat,billing,medium,business,2,5,23,14.8,5,0,167.4,1200,0,1
TKT-00860,2026-04-18 11:40:00,portal,account,high,business,8,18,28,29.9,16,1,1134.6,780,1,0
TKT-00861,2026-04-03 11:49:00,portal,technical,medium,business,6,26,12,30.5,14,3,1249.1,1200,1,0
TKT-00862,2026-04-10 05:54:00,phone,how_to,medium,vip,5,26,34,40.5,16,1,693.1,1200,0,0
TKT-00863,2026-03-13 14:49:00,email,technical,high,standard,3,58,18,110.8,10,0,1821.2,780,1,2
TKT-00864,2026-04-14 03:28:00,email,technical,medium,standard,4,26,10,22.7,14,1,764.2,1200,0,0
TKT-00865,2026-03-07 11:47:00,email,account,low,standard,1,8,52,15.4,1,0,206.7,1800,0,1
TKT-00866,2026-03-27 06:10:00,phone,account,medium,standard,3,58,9,122.1,6,2,922.2,1200,0,2
TKT-00867,2026-05-03 01:28:00,portal,incident,high,standard,1,42,22,144.3,7,1,1558.7,780,1,2
TKT-00868,2026-05-14 14:59:00,chat,technical,high,standard,3,49,12,119.8,9,0,1921.5,780,1,2
TKT-00869,2026-01-28 14:27:00,portal,how_to,low,business,1,5,41,10.0,7,0,175.7,1800,0,1
TKT-00870,2026-06-28 14:15:00,portal,how_to,low,vip,3,12,27,11.7,3,0,327.7,1800,0,1
TKT-00871,2026-01-18 09:43:00,email,technical,high,business,5,22,24,39.9,14,1,1373.8,780,1,0
TKT-00872,2026-02-19 15:22:00,email,how_to,low,standard,1,15,21,7.2,3,0,183.0,1800,0,1
TKT-00873,2026-03-04 10:16:00,portal,billing,critical,vip,1,59,22,118.9,10,1,2325.4,420,1,2
TKT-00874,2026-02-28 05:15:00,portal,how_to,low,standard,0,13,38,19.1,4,1,118.5,1800,0,1
TKT-00875,2026-03-05 08:05:00,chat,billing,medium,vip,5,22,17,30.5,13,0,588.7,1200,0,0
TKT-00876,2026-02-28 03:34:00,email,technical,high,business,2,48,11,93.5,7,1,2341.0,780,1,2
TKT-00877,2026-03-20 11:35:00,email,billing,low,standard,2,11,30,11.3,1,1,200.2,1800,0,1
TKT-00878,2026-05-18 09:19:00,chat,how_to,high,standard,1,21,31,16.6,4,0,310.3,780,0,1
TKT-00879,2026-05-29 22:38:00,email,technical,medium,standard,4,23,39,37.5,17,2,903.4,1200,0,0
