line_id,order_id,sale_date,customer_id,city,sales_channel,customer_segment,payment_method,product_id,product_name,category,brand,promo_campaign,discount_pct,quantity,unit_price_rub,unit_cost_rub,returned,gross_revenue_rub,discount_amount_rub,sales_after_discount_rub,net_revenue_rub,cost_total_rub,gross_profit_rub,margin_pct,month_start,month_num,year
L002721,ORD004456,2025-04-06,C01606,Москва,Сайт,Регулярный,Рассрочка,P046,Аксессуары Xiaomi Model 46,Аксессуары,Xiaomi,Без акции,0.0387,2,506.52,412.03,0,1013.04,39.2,973.84,973.84,824.06,149.78,0.15379946075319723,2025-04-01,4,2025
L002722,ORD001205,2025-09-13,C01671,Екатеринбург,Сайт,Новый,Карта,P017,Ноутбуки Lenovo Model 17,Ноутбуки,Lenovo,Без акции,0.0704,1,70254.95,51876.76,1,70254.95,4945.95,65309.0,0.0,0.0,0.0,,2025-09-01,9,2025
L002723,ORD004114,2025-12-24,C01033,Новосибирск,Сайт,Новый,Карта,P038,Аудио Sony Model 38,Аудио,Sony,Новый год,0.155,1,18590.8,13506.98,0,18590.8,2881.57,15709.23,15709.23,13506.98,2202.25,0.14018806528087377,2025-12-01,12,2025
L002724,ORD000574,2025-06-11,C00219,Самара,Магазин,Регулярный,Карта,P051,Аксессуары Xiaomi Model 51,Аксессуары,Xiaomi,Без акции,0.024,1,2461.6,1717.93,0,2461.6,59.08,2402.52,2402.52,1717.93,684.59,0.28494711556391417,2025-06-01,6,2025
L002725,ORD002753,2025-12-19,C01094,Москва,Магазин,Регулярный,Рассрочка,P013,Ноутбуки ASUS Model 13,Ноутбуки,ASUS,Новый год,0.1224,2,86802.11,51912.56,0,173604.22,21249.16,152355.06,152355.06,103825.12,48529.94,0.3185318713146603,2025-12-01,12,2025
L002726,ORD002004,2025-04-04,C00314,Екатеринбург,Маркетплейс,Регулярный,Карта,P053,Аксессуары Samsung Model 53,Аксессуары,Samsung,Weekend,0.0539,3,1744.72,1371.84,0,5234.16,282.12,4952.04,4952.04,4115.52,836.52,0.16892411667981655,2025-04-01,4,2025
L002727,ORD002512,2025-12-13,C00705,Новосибирск,Магазин,Новый,СБП,P056,Игровая техника Microsoft Model 56,Игровая техника,Microsoft,Новый год,0.1512,1,6382.57,3859.14,0,6382.57,965.04,5417.53,5417.53,3859.14,1558.39,0.2876563183990792,2025-12-01,12,2025
L002728,ORD004024,2025-10-18,C00687,Москва,Магазин,Регулярный,Карта,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Weekend,0.0622,2,89920.94,68247.84,0,179841.88,11186.16,168655.72,168655.72,136495.68,32160.04,0.190684525880408,2025-10-01,10,2025
L002729,ORD003177,2025-02-12,C00177,Москва,Магазин,Регулярный,Карта,P048,Аксессуары Samsung Model 48,Аксессуары,Samsung,Weekend,0.0793,2,1672.1,1267.65,0,3344.2,265.2,3079.0,3079.0,2535.3,543.7,0.17658462736990596,2025-02-01,2,2025
L002730,ORD001425,2025-06-11,C00610,Самара,Магазин,Новый,Карта,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Weekend,0.0655,1,61453.66,43154.52,0,61453.66,4025.21,57428.45,57428.45,43154.52,14273.93,0.24855148355298678,2025-06-01,6,2025
L002731,ORD005493,2025-11-28,C01117,Москва,Маркетплейс,Регулярный,Рассрочка,P057,Игровая техника Logitech Model 57,Игровая техника,Logitech,Black Friday,0.2186,1,74076.99,58018.47,0,74076.99,16193.23,57883.76,57883.76,58018.47,-134.71,-0.0023272505799999533,2025-11-01,11,2025
L002732,ORD002293,2025-06-28,C02120,Новосибирск,Маркетплейс,Новый,СБП,P058,Игровая техника ASUS Model 58,Игровая техника,ASUS,Weekend,0.056,1,13062.25,10052.85,1,13062.25,731.49,12330.76,0.0,0.0,0.0,,2025-06-01,6,2025
L002733,ORD005426,2025-06-03,C02012,Москва,Магазин,Регулярный,Наличные,P002,Смартфоны Samsung Model 02,Смартфоны,Samsung,Без акции,0.0145,1,97096.45,68976.59,0,97096.45,1407.9,95688.55,95688.55,68976.59,26711.96,0.27915524964320193,2025-06-01,6,2025
L002734,ORD003467,2025-10-28,C00573,Санкт-Петербург,Магазин,VIP,Карта,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Weekend,0.0839,1,91945.31,71015.52,0,91945.31,7714.21,84231.1,84231.1,71015.52,13215.58,0.1568966655755067,2025-10-01,10,2025
L002735,ORD004593,2025-09-27,C01233,Новосибирск,Сайт,Новый,СБП,P018,Ноутбуки ASUS Model 18,Ноутбуки,ASUS,Back-to-school,0.1235,1,45616.89,34859.75,0,45616.89,5633.69,39983.2,39983.2,34859.75,5123.45,0.12814015790500644,2025-09-01,9,2025
L002736,ORD004225,2025-12-15,C00194,Новосибирск,Маркетплейс,Новый,Рассрочка,P041,Аудио Philips Model 41,Аудио,Philips,Новый год,0.179,1,2959.37,2106.85,0,2959.37,529.73,2429.64,2429.64,2106.85,322.79,0.13285606179874748,2025-12-01,12,2025
L002737,ORD002745,2025-10-26,C00903,Москва,Магазин,Регулярный,Рассрочка,P017,Ноутбуки Lenovo Model 17,Ноутбуки,Lenovo,Без акции,0.0047,1,63213.2,49048.25,0,63213.2,297.1,62916.1,62916.1,49048.25,13867.85,0.22041811888615095,2025-10-01,10,2025
L002738,ORD002001,2025-10-02,C01295,Москва,Сайт,Регулярный,Карта,P057,Игровая техника Logitech Model 57,Игровая техника,Logitech,Weekend,0.1237,1,74665.26,55869.59,0,74665.26,9236.09,65429.17,65429.17,55869.59,9559.58,0.14610574651846417,2025-10-01,10,2025
L002739,ORD003723,2025-07-03,C00376,Казань,Маркетплейс,Новый,СБП,P007,Смартфоны Samsung Model 07,Смартфоны,Samsung,Без акции,0.0507,1,16783.5,12176.16,0,16783.5,850.92,15932.58,15932.58,12176.16,3756.42,0.2357695591928601,2025-07-01,7,2025
L002740,ORD000753,2025-01-02,C02380,Москва,Сайт,VIP,Карта,P010,Смартфоны realme Model 10,Смартфоны,realme,Без акции,0.0256,1,42057.73,27853.38,0,42057.73,1076.68,40981.05,40981.05,27853.38,13127.67,0.32033516553265795,2025-01-01,1,2025
L002741,ORD004160,2025-07-25,C01784,Санкт-Петербург,Магазин,Новый,Карта,P006,Смартфоны Apple Model 06,Смартфоны,Apple,Без акции,0.0,1,35398.95,28908.16,0,35398.95,0.0,35398.95,35398.95,28908.16,6490.79,0.18336108839386472,2025-07-01,7,2025
L002742,ORD005736,2025-12-30,C01989,Москва,Магазин,Регулярный,Карта,P056,Игровая техника Microsoft Model 56,Игровая техника,Microsoft,Новый год,0.1617,1,6435.97,3996.02,0,6435.97,1040.7,5395.27,5395.27,3996.02,1399.25,0.25934804080616974,2025-12-01,12,2025
L002743,ORD000509,2025-12-22,C00321,Санкт-Петербург,Сайт,Регулярный,СБП,P005,Смартфоны realme Model 05,Смартфоны,realme,Новый год,0.1151,2,46303.39,33525.91,0,92606.78,10659.04,81947.74,81947.74,67051.82,14895.92,0.18177340449791946,2025-12-01,12,2025
L002744,ORD002990,2025-04-26,C00725,Москва,Магазин,Новый,Рассрочка,P034,Бытовая техника LG Model 34,Бытовая техника,LG,Weekend,0.1091,1,29988.66,21508.56,0,29988.66,3271.76,26716.9,26716.9,21508.56,5208.34,0.19494543682152102,2025-04-01,4,2025
L002745,ORD000299,2025-04-01,C01599,Москва,Магазин,Регулярный,Карта,P018,Ноутбуки ASUS Model 18,Ноутбуки,ASUS,Без акции,0.0158,1,43606.15,35982.53,0,43606.15,688.98,42917.17,42917.17,35982.53,6934.64,0.1615820048880886,2025-04-01,4,2025
L002746,ORD004696,2025-06-02,C02397,Самара,Сайт,Регулярный,СБП,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Без акции,0.0376,1,60886.49,41115.06,0,60886.49,2289.33,58597.16,58597.16,41115.06,17482.1,0.2983437862832912,2025-06-01,6,2025
L002747,ORD003793,2025-04-03,C01898,Казань,Маркетплейс,VIP,СБП,P050,Аксессуары Logitech Model 50,Аксессуары,Logitech,Без акции,0.0685,1,17238.68,12595.23,0,17238.68,1180.85,16057.83,16057.83,12595.23,3462.6,0.21563314155362717,2025-04-01,4,2025
L002748,ORD004302,2025-08-12,C01201,Казань,Сайт,VIP,Рассрочка,P049,Аксессуары Apple Model 49,Аксессуары,Apple,Back-to-school,0.1208,1,681.26,501.33,0,681.26,82.3,598.96,598.96,501.33,97.63,0.16300449760742805,2025-08-01,8,2025
L002749,ORD000166,2025-12-20,C02006,Санкт-Петербург,Магазин,Регулярный,СБП,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Новый год,0.1475,1,73933.05,41377.59,0,73933.05,10905.12,63027.93,63027.93,41377.59,21650.34,0.34350385296774444,2025-12-01,12,2025
L002750,ORD001667,2025-09-11,C00119,Москва,Маркетплейс,Регулярный,СБП,P045,Аксессуары Logitech Model 45,Аксессуары,Logitech,Без акции,0.0301,2,3509.65,2451.6,0,7019.3,211.28,6808.02,6808.02,4903.2,1904.82,0.27979050152690016,2025-09-01,9,2025
L002751,ORD003148,2025-07-21,C02000,Казань,Магазин,Новый,СБП,P010,Смартфоны realme Model 10,Смартфоны,realme,Без акции,0.0068,1,42542.33,27320.96,0,42542.33,289.29,42253.04,42253.04,27320.96,14932.08,0.35339661700263214,2025-07-01,7,2025
L002752,ORD000586,2025-01-19,C00099,Екатеринбург,Магазин,Новый,Рассрочка,P048,Аксессуары Samsung Model 48,Аксессуары,Samsung,Без акции,0.0019,2,1609.32,1304.73,0,3218.64,6.12,3212.52,3212.52,2609.46,603.06,0.1877229475545703,2025-01-01,1,2025
L002753,ORD003362,2025-10-02,C00419,Новосибирск,Магазин,Новый,Наличные,P035,Бытовая техника Philips Model 35,Бытовая техника,Philips,Без акции,0.0421,1,7826.81,4872.08,0,7826.81,329.51,7497.3,7497.3,4872.08,2625.22,0.3501555018670726,2025-10-01,10,2025
L002754,ORD002325,2025-04-08,C00053,Санкт-Петербург,Магазин,Регулярный,Наличные,P001,Смартфоны Apple Model 01,Смартфоны,Apple,Без акции,0.0031,1,68515.07,49059.02,0,68515.07,212.4,68302.67,68302.67,49059.02,19243.65,0.2817408508048777,2025-04-01,4,2025
L002755,ORD003024,2025-02-23,C00085,Москва,Магазин,VIP,СБП,P020,Телевизоры LG Model 20,Телевизоры,LG,Weekend,0.1021,2,62736.84,49241.08,0,125473.68,12810.86,112662.82,112662.82,98482.16,14180.66,0.1258681223793993,2025-02-01,2,2025
L002756,ORD002694,2025-12-09,C01183,Новосибирск,Сайт,Регулярный,Карта,P038,Аудио Sony Model 38,Аудио,Sony,Без акции,0.0129,1,18291.4,13142.8,0,18291.4,235.96,18055.44,18055.44,13142.8,4912.64,0.27208645617269545,2025-12-01,12,2025
L002757,ORD005526,2025-11-02,C00221,Казань,Магазин,Регулярный,Наличные,P024,Телевизоры Samsung Model 24,Телевизоры,Samsung,Без акции,0.0186,1,22424.78,15709.93,0,22424.78,417.1,22007.68,22007.68,15709.93,6297.75,0.2861614378178247,2025-11-01,11,2025
L002758,ORD002200,2025-12-06,C01249,Самара,Сайт,Регулярный,СБП,P009,Смартфоны Honor Model 09,Смартфоны,Honor,Без акции,0.0511,1,115876.49,76904.93,1,115876.49,5921.29,109955.2,0.0,0.0,0.0,,2025-12-01,12,2025
L002759,ORD005887,2025-05-03,C00558,Москва,Магазин,Регулярный,Карта,P020,Телевизоры LG Model 20,Телевизоры,LG,Без акции,0.0022,1,60581.35,46103.61,0,60581.35,133.28,60448.07,60448.07,46103.61,14344.46,0.23730221304962623,2025-05-01,5,2025
L002760,ORD002534,2025-06-18,C00466,Санкт-Петербург,Сайт,Новый,Карта,P011,Ноутбуки Apple Model 11,Ноутбуки,Apple,Без акции,0.0639,1,115660.15,89837.64,0,115660.15,7390.68,108269.47,108269.47,89837.64,18431.83,0.17024029973834234,2025-06-01,6,2025
L002761,ORD000937,2025-04-11,C01893,Москва,Магазин,Регулярный,Карта,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Weekend,0.0453,1,147199.58,101522.98,0,147199.58,6668.14,140531.44,140531.44,101522.98,39008.46,0.27757816540100294,2025-04-01,4,2025
L002762,ORD002698,2025-11-16,C02011,Москва,Магазин,Регулярный,СБП,P058,Игровая техника ASUS Model 58,Игровая техника,ASUS,Weekend,0.085,1,12917.88,10154.15,0,12917.88,1098.02,11819.86,11819.86,10154.15,1665.71,0.14092469553912318,2025-11-01,11,2025
L002763,ORD005743,2025-02-18,C00147,Санкт-Петербург,Магазин,Новый,Карта,P048,Аксессуары Samsung Model 48,Аксессуары,Samsung,Weekend,0.109,1,1617.81,1342.23,0,1617.81,176.34,1441.47,1441.47,1342.23,99.24,0.06884555267245437,2025-02-01,2,2025
L002764,ORD002192,2025-07-15,C00933,Новосибирск,Сайт,Регулярный,Карта,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.1076,2,25098.87,18949.92,0,50197.74,5401.28,44796.46,44796.46,37899.84,6896.62,0.15395463585828162,2025-07-01,7,2025
L002765,ORD003622,2025-11-02,C01958,Москва,Сайт,Регулярный,Карта,P051,Аксессуары Xiaomi Model 51,Аксессуары,Xiaomi,Weekend,0.0528,1,2477.14,1676.9,0,2477.14,130.79,2346.35,2346.35,1676.9,669.45,0.2853145786695161,2025-11-01,11,2025
L002766,ORD002738,2025-05-06,C01686,Новосибирск,Магазин,VIP,Карта,P047,Аксессуары Baseus Model 47,Аксессуары,Baseus,Без акции,0.0297,1,540.16,389.94,0,540.16,16.04,524.12,524.12,389.94,134.18,0.2560061675360091,2025-05-01,5,2025
L002767,ORD002885,2025-01-31,C01655,Казань,Сайт,Новый,СБП,P002,Смартфоны Samsung Model 02,Смартфоны,Samsung,Без акции,0.0191,1,94517.23,71059.77,0,94517.23,1805.28,92711.95,92711.95,71059.77,21652.18,0.23354250121129952,2025-01-01,1,2025
L002768,ORD000455,2025-11-27,C02039,Новосибирск,Магазин,VIP,Карта,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Black Friday,0.2164,1,144373.35,104681.87,0,144373.35,31242.39,113130.96,113130.96,104681.87,8449.09,0.07468412961024415,2025-11-01,11,2025
L002769,ORD003406,2025-10-18,C00889,Самара,Сайт,Регулярный,Карта,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Weekend,0.0812,1,68807.01,43832.5,0,68807.01,5587.13,63219.88,63219.88,43832.5,19387.38,0.3066658865272645,2025-10-01,10,2025
L002770,ORD005811,2025-05-06,C01629,Москва,Сайт,Регулярный,СБП,P005,Смартфоны realme Model 05,Смартфоны,realme,Без акции,0.0895,2,47210.57,31978.23,0,94421.14,8450.69,85970.45,85970.45,63956.46,22013.99,0.2560645953325954,2025-05-01,5,2025
L002771,ORD000323,2025-08-22,C01809,Екатеринбург,Сайт,Новый,Карта,P042,Аудио JBL Model 42,Аудио,JBL,Back-to-school,0.1145,1,66273.67,52103.06,0,66273.67,7588.34,58685.33,58685.33,52103.06,6582.27,0.11216217491328744,2025-08-01,8,2025
L002772,ORD005146,2025-08-03,C00137,Казань,Магазин,Регулярный,Карта,P008,Смартфоны Xiaomi Model 08,Смартфоны,Xiaomi,Без акции,0.0328,2,90710.82,57207.32,0,181421.64,5950.63,175471.01,175471.01,114414.64,61056.37,0.3479570222774973,2025-08-01,8,2025
L002773,ORD004656,2025-09-25,C00160,Самара,Сайт,Новый,СБП,P031,Бытовая техника Haier Model 31,Бытовая техника,Haier,Back-to-school,0.0451,1,10274.54,6644.23,0,10274.54,463.38,9811.16,9811.16,6644.23,3166.93,0.3227884176968764,2025-09-01,9,2025
L002774,ORD001350,2025-12-02,C00722,Новосибирск,Магазин,Новый,Рассрочка,P022,Телевизоры TCL Model 22,Телевизоры,TCL,Weekend,0.0335,1,44884.98,31415.7,0,44884.98,1503.65,43381.33,43381.33,31415.7,11965.63,0.27582446862824256,2025-12-01,12,2025
L002775,ORD000936,2025-09-09,C00230,Самара,Сайт,Новый,Карта,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Back-to-school,0.1208,1,62818.66,40638.63,0,62818.66,7588.49,55230.17,55230.17,40638.63,14591.54,0.26419503982329096,2025-09-01,9,2025
L002776,ORD000701,2025-02-14,C01286,Новосибирск,Сайт,Регулярный,Карта,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Без акции,0.0416,1,75348.12,44957.78,0,75348.12,3134.48,72213.64,72213.64,44957.78,27255.86,0.3774336660547941,2025-02-01,2,2025
L002777,ORD003168,2025-02-12,C02300,Екатеринбург,Маркетплейс,Регулярный,СБП,P052,Аксессуары Baseus Model 52,Аксессуары,Baseus,Без акции,0.1052,2,4825.34,3441.73,0,9650.68,1015.25,8635.43,8635.43,6883.46,1751.97,0.20288147499614334,2025-02-01,2,2025
L002778,ORD000296,2025-07-06,C00293,Москва,Сайт,Регулярный,СБП,P028,Бытовая техника Samsung Model 28,Бытовая техника,Samsung,Без акции,0.0577,1,7928.73,4781.75,0,7928.73,457.49,7471.24,7471.24,4781.75,2689.49,0.3599792616228715,2025-07-01,7,2025
L002779,ORD005857,2025-06-13,C00830,Самара,Магазин,Регулярный,Карта,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Без акции,0.0152,1,12277.87,9096.09,0,12277.87,186.62,12091.25,12091.25,9096.09,2995.16,0.2477127901342832,2025-06-01,6,2025
L002780,ORD003744,2025-05-30,C00552,Москва,Магазин,Регулярный,СБП,P040,Аудио Xiaomi Model 40,Аудио,Xiaomi,Без акции,0.0444,1,22562.17,14602.33,0,22562.17,1001.76,21560.41,21560.41,14602.33,6958.08,0.3227248352099168,2025-05-01,5,2025
L002781,ORD001895,2025-03-17,C00520,Санкт-Петербург,Магазин,Новый,СБП,P049,Аксессуары Apple Model 49,Аксессуары,Apple,Без акции,0.0148,1,641.62,528.31,0,641.62,9.5,632.12,632.12,528.31,103.81,0.16423046753242845,2025-03-01,3,2025
L002782,ORD004446,2025-10-10,C00660,Казань,Сайт,VIP,Карта,P003,Смартфоны Xiaomi Model 03,Смартфоны,Xiaomi,Без акции,0.0691,1,85741.48,55106.0,0,85741.48,5924.74,79816.74,79816.74,55106.0,24710.74,0.30959348347974525,2025-10-01,10,2025
L002783,ORD003384,2025-01-06,C00519,Екатеринбург,Сайт,Регулярный,Карта,P028,Бытовая техника Samsung Model 28,Бытовая техника,Samsung,Без акции,0.0453,1,8408.24,5033.03,0,8408.24,380.89,8027.35,8027.35,5033.03,2994.32,0.3730145002402343,2025-01-01,1,2025
L002784,ORD001904,2025-01-16,C00790,Новосибирск,Сайт,Новый,СБП,P012,Ноутбуки Lenovo Model 12,Ноутбуки,Lenovo,Без акции,0.0022,1,182511.01,140852.83,0,182511.01,401.52,182109.49,182109.49,140852.83,41256.66,0.22654863694631378,2025-01-01,1,2025
L002785,ORD004815,2025-05-03,C00185,Екатеринбург,Сайт,Регулярный,Карта,P049,Аксессуары Apple Model 49,Аксессуары,Apple,Без акции,0.0441,1,658.25,491.99,0,658.25,29.03,629.22,629.22,491.99,137.23,0.21809687984515144,2025-05-01,5,2025
L002786,ORD004785,2025-05-23,C00608,Новосибирск,Сайт,Новый,Карта,P056,Игровая техника Microsoft Model 56,Игровая техника,Microsoft,Без акции,0.0636,1,6517.65,4259.34,0,6517.65,414.52,6103.13,6103.13,4259.34,1843.79,0.30210535042635334,2025-05-01,5,2025
L002787,ORD005956,2025-05-23,C00026,Москва,Магазин,Новый,Наличные,P041,Аудио Philips Model 41,Аудио,Philips,Без акции,0.0621,1,3150.56,1980.53,0,3150.56,195.65,2954.91,2954.91,1980.53,974.38,0.3297495186439207,2025-05-01,5,2025
L002788,ORD000164,2025-04-29,C00105,Новосибирск,Магазин,Регулярный,Карта,P044,Аудио Marshall Model 44,Аудио,Marshall,Без акции,0.0387,1,41906.69,32838.05,0,41906.69,1621.79,40284.9,40284.9,32838.05,7446.85,0.18485464514531383,2025-04-01,4,2025
L002789,ORD004185,2025-04-19,C01152,Самара,Сайт,Регулярный,Карта,P008,Смартфоны Xiaomi Model 08,Смартфоны,Xiaomi,Без акции,0.0127,1,93502.65,57769.92,0,93502.65,1187.48,92315.17,92315.17,57769.92,34545.25,0.3742098694368116,2025-04-01,4,2025
L002790,ORD004776,2025-12-19,C00931,Самара,Маркетплейс,Регулярный,Карта,P050,Аксессуары Logitech Model 50,Аксессуары,Logitech,Новый год,0.1445,1,15798.53,12016.55,0,15798.53,2282.89,13515.64,13515.64,12016.55,1499.09,0.11091536524643997,2025-12-01,12,2025
L002791,ORD003577,2025-01-24,C00552,Казань,Магазин,Регулярный,СБП,P027,Бытовая техника Bosch Model 27,Бытовая техника,Bosch,Без акции,0.0172,1,7915.3,6294.95,0,7915.3,136.14,7779.16,7779.16,6294.95,1484.21,0.19079276463077463,2025-01-01,1,2025
L002792,ORD000095,2025-12-15,C01155,Москва,Магазин,Новый,СБП,P040,Аудио Xiaomi Model 40,Аудио,Xiaomi,Новый год,0.1262,1,23566.59,14671.28,1,23566.59,2974.1,20592.49,0.0,0.0,0.0,,2025-12-01,12,2025
L002793,ORD003752,2025-04-26,C00827,Казань,Магазин,VIP,Наличные,P019,Телевизоры Samsung Model 19,Телевизоры,Samsung,Без акции,0.0406,1,180156.29,105564.72,0,180156.29,7314.35,172841.94,172841.94,105564.72,67277.22,0.38924130813024727,2025-04-01,4,2025
L002794,ORD003462,2025-11-05,C00479,Москва,Сайт,Новый,Карта,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Без акции,0.0343,1,61314.86,40761.71,0,61314.86,2103.1,59211.76,59211.76,40761.71,18450.05,0.3115943557141099,2025-11-01,11,2025
L002795,ORD004530,2025-11-23,C01694,Москва,Сайт,Регулярный,СБП,P011,Ноутбуки Apple Model 11,Ноутбуки,Apple,Black Friday,0.1786,2,116959.49,86041.5,1,233918.98,41777.93,192141.05,0.0,0.0,0.0,,2025-11-01,11,2025
L002796,ORD004467,2025-07-01,C01131,Екатеринбург,Магазин,Регулярный,Карта,P019,Телевизоры Samsung Model 19,Телевизоры,Samsung,Weekend,0.0882,1,175900.39,102607.14,0,175900.39,15514.41,160385.98,160385.98,102607.14,57778.84,0.360248677511424,2025-07-01,7,2025
L002797,ORD001072,2025-03-27,C00453,Самара,Магазин,Регулярный,Карта,P003,Смартфоны Xiaomi Model 03,Смартфоны,Xiaomi,Без акции,0.0202,1,80830.16,55647.8,0,80830.16,1632.77,79197.39,79197.39,55647.8,23549.59,0.29735311403106596,2025-03-01,3,2025
L002798,ORD000822,2025-10-08,C01585,Новосибирск,Сайт,Регулярный,СБП,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Без акции,0.0473,3,74360.55,43788.15,1,223081.65,10551.76,212529.89,0.0,0.0,0.0,,2025-10-01,10,2025
L002799,ORD002749,2025-04-04,C00485,Новосибирск,Магазин,Регулярный,Карта,P058,Игровая техника ASUS Model 58,Игровая техника,ASUS,Без акции,0.0575,2,13250.04,10254.27,0,26500.08,1523.75,24976.33,24976.33,20508.54,4467.79,0.17888081326807187,2025-04-01,4,2025
L002800,ORD004501,2025-10-16,C01762,Казань,Магазин,Регулярный,Рассрочка,P051,Аксессуары Xiaomi Model 51,Аксессуары,Xiaomi,Без акции,0.0315,1,2461.57,1701.91,0,2461.57,77.54,2384.03,2384.03,1701.91,682.12,0.28612072375943487,2025-10-01,10,2025
L002801,ORD005625,2025-06-11,C02142,Санкт-Петербург,Маркетплейс,Регулярный,Карта,P052,Аксессуары Baseus Model 52,Аксессуары,Baseus,Без акции,0.0223,1,4634.66,3487.41,0,4634.66,103.35,4531.31,4531.31,3487.41,1043.9,0.2303743849422034,2025-06-01,6,2025
L002802,ORD003766,2025-08-03,C01715,Санкт-Петербург,Магазин,Регулярный,Рассрочка,P033,Бытовая техника Samsung Model 33,Бытовая техника,Samsung,Без акции,0.01,1,21413.19,17230.73,0,21413.19,214.13,21199.06,21199.06,17230.73,3968.33,0.18719360460642348,2025-08-01,8,2025
L002803,ORD003122,2025-07-31,C02291,Москва,Магазин,Регулярный,Карта,P017,Ноутбуки Lenovo Model 17,Ноутбуки,Lenovo,Без акции,0.0091,1,65489.12,49971.44,0,65489.12,595.95,64893.17,64893.17,49971.44,14921.73,0.22994298531114202,2025-07-01,7,2025
L002804,ORD004508,2025-06-11,C00264,Екатеринбург,Сайт,Регулярный,Карта,P060,Игровая техника Sony Model 60,Игровая техника,Sony,Без акции,0.0834,1,7280.43,4147.71,1,7280.43,607.19,6673.24,0.0,0.0,0.0,,2025-06-01,6,2025
L002805,ORD002175,2025-11-21,C01629,Москва,Магазин,Регулярный,СБП,P001,Смартфоны Apple Model 01,Смартфоны,Apple,Black Friday,0.2138,1,64486.59,47980.19,1,64486.59,13787.23,50699.36,0.0,0.0,0.0,,2025-11-01,11,2025
L002806,ORD003568,2025-06-29,C01906,Москва,Сайт,Регулярный,Карта,P034,Бытовая техника LG Model 34,Бытовая техника,LG,Без акции,0.0335,1,31358.85,20960.23,0,31358.85,1050.52,30308.33,30308.33,20960.23,9348.1,0.3084333244338818,2025-06-01,6,2025
L002807,ORD005980,2025-02-21,C02236,Санкт-Петербург,Магазин,Регулярный,Карта,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Weekend,0.0396,3,90763.42,71584.08,0,272290.26,10782.69,261507.57,261507.57,214752.24,46755.33,0.1787914838262167,2025-02-01,2,2025
L002808,ORD004679,2025-03-12,C00419,Москва,Сайт,Новый,Карта,P027,Бытовая техника Bosch Model 27,Бытовая техника,Bosch,Weekend,0.0953,1,7808.1,6283.5,0,7808.1,744.11,7063.99,7063.99,6283.5,780.49,0.11048830522727657,2025-03-01,3,2025
L002809,ORD003543,2025-11-01,C00291,Москва,Сайт,Регулярный,Рассрочка,P010,Смартфоны realme Model 10,Смартфоны,realme,Без акции,0.0445,2,40531.74,28332.89,0,81063.48,3607.32,77456.16,77456.16,56665.78,20790.38,0.26841475803210135,2025-11-01,11,2025
L002810,ORD001877,2025-07-02,C02388,Самара,Магазин,Регулярный,Карта,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Weekend,0.0804,1,12242.76,8902.51,0,12242.76,984.32,11258.44,11258.44,8902.51,2355.93,0.2092591564544296,2025-07-01,7,2025
L002811,ORD003647,2025-10-05,C01945,Москва,Сайт,Новый,Рассрочка,P058,Игровая техника ASUS Model 58,Игровая техника,ASUS,Без акции,0.0415,1,14444.85,9861.92,0,14444.85,599.46,13845.39,13845.39,9861.92,3983.47,0.2877108620148186,2025-10-01,10,2025
L002812,ORD003638,2025-08-30,C01090,Новосибирск,Маркетплейс,Регулярный,Карта,P048,Аксессуары Samsung Model 48,Аксессуары,Samsung,Без акции,0.004,1,1580.42,1218.0,0,1580.42,6.32,1574.1,1574.1,1218.0,356.1,0.2262236834100681,2025-08-01,8,2025
L002813,ORD004847,2025-12-15,C00653,Новосибирск,Сайт,Регулярный,СБП,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Новый год,0.1816,1,63121.9,42125.67,0,63121.9,11462.94,51658.96,51658.96,42125.67,9533.29,0.18454286369205128,2025-12-01,12,2025
L002814,ORD005551,2025-04-29,C00779,Екатеринбург,Магазин,Регулярный,Наличные,P035,Бытовая техника Philips Model 35,Бытовая техника,Philips,Без акции,0.0325,1,8167.59,4767.79,0,8167.59,265.45,7902.14,7902.14,4767.79,3134.35,0.39664597262920437,2025-04-01,4,2025
L002815,ORD005789,2025-06-25,C01970,Санкт-Петербург,Магазин,Регулярный,СБП,P052,Аксессуары Baseus Model 52,Аксессуары,Baseus,Weekend,0.0192,2,4948.77,3492.77,1,9897.54,190.03,9707.51,0.0,0.0,0.0,,2025-06-01,6,2025
